phase_name,phase,step,location,Task,Note,FALSE
Enhance Vue Router with Suspense for Async Components,5,51,authLayout,go check routervview must be slot,,FALSE
Dynamic Page Titles with Pinia,5,52,src/stores/page.ts,create store ,"import { defineStore } from 'pinia'

export const usePageStore = defineStore('page-store', () => {
  const pageData = ref({
    title: ''
  })

  return {
    pageData
  }
})",TRUE
Dynamic Page Titles with Pinia,5,52,pinia docs,hot module replacemnet,https://pinia.vuejs.org/cookbook/hot-module-replacement.html,TRUE
Dynamic Page Titles with Pinia,5,52,pinia docs/hot module replacement,copy this ,"if (import.meta.hot) {
  import.meta.hot.accept(acceptHMRUpdate(useAuth, import.meta.hot))
}",TRUE
Dynamic Page Titles with Pinia,5,52,page.ts,paste inside store after store function ,"import { defineStore } from 'pinia'

export const usePageStore = defineStore('page-store', () => {
  const pageData = ref({
    title: ''
  })

  return {
    pageData
  }
})

if (import.meta.hot) {
  import.meta.hot.accept(acceptHMRUpdate(useAuth, import.meta.hot))
}",TRUE
Dynamic Page Titles with Pinia,5,52,page.ts,make sure to import acceptHMRUpdate,"import { acceptHMRUpdate, defineStore } from 'pinia'",TRUE
Dynamic Page Titles with Pinia,5,52,page.ts,then change useAuth to usePageStore,,TRUE
Dynamic Page Titles with Pinia,5,52,authLayout.vue,import store,import { usePageStore } from '@/stores/page',TRUE
Dynamic Page Titles with Pinia,5,52,authLayout.vue ,add after import destruct store,const { pageData } = usePageStore();,TRUE
Dynamic Page Titles with Pinia,5,52,authLayout.vue ,then make it reactive with ,const { pageData } = storeToRefs(usePageStore()),TRUE
Dynamic Page Titles with Pinia,5,52,authLayout.vue ,make sure to import storeToRefs,import { storeToRefs } from 'pinia';,TRUE
Dynamic Page Titles with Pinia,5,52,authLayout.vue ,now add dynamic heading and call title with pageData,"<h1 class=""text-lg font-semibold md:text-2xl"">{{ pageData.title }}</h1>",TRUE
Dynamic Page Titles with Pinia,5,52,pages/index.vue ,script add,"import { usePageStore } from '@/stores/page';

usePageStore().pageData.title = 'Homepage'",TRUE
Dynamic Page Titles with Pinia,5,52,projects/index.vue,add ,usePageStore().pageData.title = 'Homepage',TRUE
Dynamic Page Titles with Pinia,5,52,projects/index.vue,make sure to import ,import { usePageStore } from '@/stores/page',TRUE
Dynamic Page Titles with Pinia,5,52,task/index.vue,repeat  above steps in tasks/index.vue,,TRUE
Dynamic Page Titles with Pinia,5,52,viteconfig.ts ,update imports ,"imports: ['vue', VueRouterAutoImports,
        {
          pinia: ['defineStore', 'storeToRefs', 'acceptHMRUpdate']
        }
      ],
      dts: true,
      viteOptimizeDeps: true,
      dirs: ['src/stores']
    }),",TRUE
Dynamic Page Titles with Pinia,5,52,multiple,delete pinia imports from page.ts and homepage. and projects and taksks authLayout,,TRUE
Retrieve Project Details for Tasks: Querying Nested Database Tables,5,53,/tasks/index,query data from supbase in select,"const { data, error } = await supabase.from('tasks').select(`
  *,
  projects (
    id,
    name,
    slug
  )
  `)",TRUE
Retrieve Project Details for Tasks: Querying Nested Database Tables,5,53,/tasks.index.vue,colums array copy ,"return h(
        RouterLink,
        {
          to: `/tasks/${row.original.id}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('name')
      )",TRUE
Retrieve Project Details for Tasks: Querying Nested Database Tables,5,53,/tasks.index.vue,then go to project id change key to ,"accessorKey: 'projects',",TRUE
Retrieve Project Details for Tasks: Querying Nested Database Tables,5,53,/tasks.index.vue,add the copied return h,"eturn h(
        RouterLink,
        {
          to: `/tasks/${row.original.id}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('name')
      )",TRUE
Retrieve Project Details for Tasks: Querying Nested Database Tables,5,53,/tasks.index.vue,change link the return function to get info and ignore typesritp error,"return h(
        RouterLink,
        {
          to: `/projects/${row.original.projects.slug}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('projects').name
      )",TRUE
Handle Complex Supabase Queries,5,54,supbase docs,go checksupbase docs javscript tupescript support,https://supabase.com/docs/reference/javascript/typescript-support,TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,add a new const ,"const tasksWithProjectsQuery = supabase.from('tasks').select(`
  *,
  projects (
    id,
    name,
    slug
  )
  `)",TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,set await to this var,"const tasks = ref<Tables<'tasks'>[] | null>(null)
const getTasks = async () => {
  const { data, error } = await tasksWithProjectsQuery",TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,add type ,"const tasksWithProjectsQuery = supabase.from('tasks').select(`
  *,
  projects (
    id,
    name,
    slug
  )
  `)
  type tasksWithProjectsQuery =QueryData<typeof tasksWithProjectsQuery>",TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,change ref to this,const tasks = ref<TasksWithProjects | null>(null),TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,and also columns ref,const columns: ColumnDef<TasksWithProjects[0]>[],TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,add if statement in column var to solve null error,"accessorKey: 'projects',
    header: () => h('div', { class: 'text-left' }, 'Project'),
    cell: ({ row }) => {
      return row.original.projects ? h(
        RouterLink,
        {
          to: `/projects/${row.original.projects.slug}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('projects').name
      ) : "" ""
    }",TRUE
Handle Complex Supabase Queries,5,54,/tasks/index,change row => to , row.original.projects?.nam,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,src/utils,in src create new folder utils ,,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,src/utils/supaQueries.ts,then create /utils/supaQueries.ts,,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,tasks/index.vue,then cut the const from,"const tasksWithProjectsQuery = supabase.from('tasks').select(`
  *,
  projects (
    id,
    name,
    slug
  )
  `)",TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,supaQueries.ts,paste the const and also import it then and add export,,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,tasks/index.vue,then import the new file from utils into tasks/index.vue,import { taskWithProjectsQuery } from '@/utils/supaQueries',TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,tasks/index.vue,move type alos to supaQueries.vue and add export,type TasksWithProjects = QueryData<typeof tasksWithProjectsQuery>,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,tasks/index.vue,then import TasksWith Project into tasks/index,import type { TasksWithProjects } from '@/utils/supaQueries',TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,projects/index.vue,cut supbase querie from projects/index.vue to supaqueries.ts and add export const,export const projectsQuery = supabase.from('projects').select(),TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,projects/index.vue,add projectsquery to await,,TRUE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,projects/index.vue,add type also fro projects in supaQuerues,export type Projects = QueryData<typeof projectsQuery>,FALSE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,projects/index.vue,change ref to this,const projects = ref<Projects | null>(null),FALSE
Cleaning Time P1: Separating Supabase Queries and Types,5,55,projects/index.vue,also change columns to,const columns: ColumnDef<Projects[0]>[] = [,FALSE
Cleaning Time P2: Separating Column Definitions,5,56,utils/tableColumns/athleteColumns,craete utils/tableColumns/tasksColumns.ts,,TRUE
Cleaning Time P2: Separating Column Definitions,5,56,task/index.vue,cut columns function from tasls/index to tasksColumns.ts,"const columns: ColumnDef<TasksWithProjects[0]>[] = [
  {
    accessorKey: 'name',
    header: () => h('div', { class: 'text-left' }, 'Name'),
    cell: ({ row }) => {
      return h(
        RouterLink,
        {
          to: `/tasks/${row.original.id}`,
          class: 'text-left font-medium hover:bg-muted block w-full '
        },
        () => row.getValue('name')
      )
    }
  },
  {
    accessorKey: 'status',
    header: () => h('div', { class: 'text-left' }, 'Status'),
    cell: ({ row }) => {
      return h('div', { class: 'text-left font-medium' }, row.getValue('status'))
    }
  },
  {
    accessorKey: 'due_date',
    header: () => h('div', { class: 'text-left' }, 'Due Date'),
    cell: ({ row }) => {
      return h('div', { class: 'text-left font-medium' }, row.getValue('due_date'))
    }
  },
  {
    accessorKey: 'projects',
    header: () => h('div', { class: 'text-left' }, 'Project'),
    cell: ({ row }) => {
      return row.original.projects
        ? h(
            RouterLink,
            {
              to: `/projects/${row.original.projects.slug}`,
              class: 'text-left font-medium hover:bg-muted block w-full '
            },
            () => row.original.projects?.name
          )
        : ' '
    }
  },
  {
    accessorKey: 'collaborators',
    header: () => h('div', { class: 'text-left' }, 'Collaborators'),
    cell: ({ row }) => {
      return h(
        'div',
        { class: 'text-left font-medium' },
        JSON.stringify(row.getValue('collaborators'))
      )
    }
  }
]",TRUE
Cleaning Time P2: Separating Column Definitions,5,56,,then import columns to tasks/index.vue,,TRUE
Cleaning Time P2: Separating Column Definitions,5,56,,also for projects,,TRUE
Fetch the Data for the Individual Project Page,5,57,git repo,copy from git reop templates single page ..,"<template>
  <Table>
    <TableRow>
      <TableHead> Name </TableHead>
      <TableCell> Lorem ipsum dolor sit amet. </TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Description </TableHead>
      <TableCell>
        Lorem ipsum dolor sit amet, consectetur adipisicing elit. Ad iure qui tempora ex nihil, ab
        reprehenderit dolorem sunt veritatis perferendis? Repudiandae quis velit quasi ab natus quia
        ratione voluptas deserunt labore sed distinctio nam fuga fugit vero voluptates placeat
        aperiam, saepe excepturi eos harum consectetur doloremque perspiciatis nesciunt! Incidunt,
        modi.
      </TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Status </TableHead>
      <TableCell>In progress</TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Collaborators </TableHead>
      <TableCell>
        <div class=""flex"">
          <Avatar
            class=""-mr-4 border border-primary hover:scale-110 transition-transform""
            v-for=""n in 5""
            :key=""n""
          >
            <RouterLink class=""w-full h-full flex items-center justify-center"" to="""">
              <AvatarImage src="""" alt="""" />
              <AvatarFallback> </AvatarFallback>
            </RouterLink>
          </Avatar>
        </div>
      </TableCell>
    </TableRow>
  </Table>

  <section class=""mt-10 flex flex-col md:flex-row gap-5 justify-between grow"">
    <div class=""flex-1"">
      <h2>Tasks</h2>
      <div class=""table-container"">
        <Table>
          <TableHeader>
            <TableRow>
              <TableHead> Name </TableHead>
              <TableHead> Status </TableHead>
              <TableHead> Due Date </TableHead>
            </TableRow>
          </TableHeader>
          <TableBody>
            <TableRow v-for=""n in 5"" :key=""n"">
              <TableCell> Lorem ipsum dolor sit amet. </TableCell>
              <TableCell> In progress </TableCell>
              <TableCell> 22/08/2024 </TableCell>
            </TableRow>
          </TableBody>
        </Table>
      </div>
    </div>
    <div class=""flex-1"">
      <h2>Documents</h2>
      <div class=""table-container"">
        <p class=""text-muted-foreground text-sm font-semibold px-4 py-3"">
          This project doesn't have documents yet...
        </p>
        <!-- <Table>
          <TableHeader>
            <TableRow>
              <TableHead> Name </TableHead>
              <TableHead> Visibility </TableHead>
            </TableRow>
          </TableHeader>
          <TableBody>
            <TableRow>
              <TableCell> Lorem ipsum dolor sit amet. </TableCell>
              <TableCell> Private </TableCell>
            </TableRow>
          </TableBody>
        </Table> -->
      </div>
    </div>
  </section>
</template>

<style>
th {
  @apply w-[100px];
}

h2 {
  @apply mb-4 text-lg font-semibold w-fit;
}

.table-container {
  @apply overflow-hidden overflow-y-auto rounded-md bg-slate-900 h-80;
}
</style>",FALSE
Fetch the Data for the Individual Project Page,5,57,projects/[slug].vue,replace temp wit code copied ,,FALSE
Fetch the Data for the Individual Project Page,5,57,projects/[slug].vue,add,const project = ref(null),FALSE
Fetch the Data for the Individual Project Page,5,57,supaqueries.ts,ad this const into ,"export const projectQuery = (slug: string) => supabase.from('projects').select(`
 *,
 tasks(
 id,
 name,
 status,
 due_date
)
`)
.eq('slug',slug)
.single()",FALSE
Fetch the Data for the Individual Project Page,5,57,supaqueries.ts,then add this ,export type Project = QueryData<ReturnType<typeof projectQuery>>,FALSE
Fetch the Data for the Individual Project Page,5,57,projects/index.vue,copy this from ,"const getProjects = async () => {
  const { data, error } = await projectsQuery

  if (error) console.log(error)

  projects.value = data
}",FALSE
Fetch the Data for the Individual Project Page,5,57,,Then add into const in slug ,,FALSE
Fetch the Data for the Individual Project Page,5,57,,then change to ,"const { data, error } = await projectQuery(route.params.slug)

  if (error) console.log(error)

  project.value = data
}",FALSE
Fetch the Data for the Individual Project Page,5,57,,then tell route which route,const route = useRoute('/projects/[slug]'),FALSE
Fetch the Data for the Individual Project Page,5,57,,tell it which type ,const project = ref<Project | null>(null),FALSE
Fetch the Data for the Individual Project Page,5,57,,Then add await ,await getProjects(),FALSE
Use the Vue Watch API to Update Pinia Store with the Project Name,5,58,projects/slug.vue,add store ,usePageStore().pageData.title = `Project: ${project.value?.name || ''}`,TRUE
Use the Vue Watch API to Update Pinia Store with the Project Name,5,58,projects/slug.vue,add watch and add store insdie ,"watch(
  () => project.value?.name,
  () => {
    usePageStore().pageData.title = `Project: ${project.value?.name || ''}`
  }
)",TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,add project name ,<TableCell> {{ project.name }} </TableCell>,TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,add v-if to solve null error so only when a project is valid,"<Table v-if=""project"">",TRUE
Make the Project Page Template Dynamic,5,59,supbase/migration/project schema,add column," description text,",TRUE
Make the Project Page Template Dynamic,5,59,database/seed.js,search for seedProject and add,"description: faker.lorem.paragraph(2),",TRUE
Make the Project Page Template Dynamic,5,59,terminal,npm run db:reset,,TRUE
Make the Project Page Template Dynamic,5,59,termiinal,npm run db:seed,,TRUE
Make the Project Page Template Dynamic,5,59,termiinal,npm run supabase:types,,TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,add in table cell,"<TableCell>
        {{ project.description }}
      </TableCell>",TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,add status,<TableHead> {{ project.status }}</TableHead>,TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,loop over ,"<TableCell>
        <div class=""flex"">
          <Avatar
            class=""-mr-4 border border-primary hover:scale-110 transition-transform""
            v-for=""collab in project.collaborators""
            :key=""collab""
          >",TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,add in tasks table section,"<section v-if=""project""",TRUE
Make the Project Page Template Dynamic,5,59,pages/project/slug,loop over tasks,"<TableRow v-for=""task in project.tasks"" :key=""task.id"">",TRUE
Make the Project Page Template Dynamic,5,59,pages/tasks/[id],define task,const task = ref(null),TRUE
Make the Project Page Template Dynamic,5,59,pages/tasks/[id],define getTask,"const getTask = async () => {
  //....
}",TRUE
Make the Project Page Template Dynamic,5,59,utils/supaQueries.ts,create query,"export const taskQuery = (id: string) => {
  return supabase.from('tasks').select(`
    *,
    projects (
    id,
    name,
    slug
    )
    `)
    .eq('id', id)
    .single()
}",TRUE
Make the Project Page Template Dynamic,5,59,utils/supaQueries.ts,create type ,export type Task = QueryData<ReturnType<typeof taskQuery>>,TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],craete route,const route = useRoute('/tasks/[id]'),TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],craete getTask,"const getTask = async () => {
  const { data, error } = await taskQuery(route.params.id)

  if(error) console.error(error)

  task.value = data
}",TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],update ref,const task = ref<Task | null>(null),TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],then trigger getAtsk,await getTask(),TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],add watch and add store insdie ,"watch(
  () => task.value?.name,
  () => {
    usePageStore().pageData.title = `Task: ${task.value?.name || ''}`
  }
)",TRUE
Exercise: Create Dynamic Indvidual Task Page,5,60,pages/tasks/[id],update template,"<template>
  <Table v-if=""task"">
    <TableRow>
      <TableHead> Name </TableHead>
      <TableCell> {{ task.name }} </TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Description </TableHead>
      <TableCell>
        {{ task.description }}
      </TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Project </TableHead>
      <TableCell>Lorem ipsum</TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Project </TableHead>
      <TableCell> {{ task.projects?.name }} </TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Status </TableHead>
      <TableCell>{{ task.status }}</TableCell>
    </TableRow>
    <TableRow>
      <TableHead> Collaborators </TableHead>
      <TableCell>
        <div class=""flex"">
          <Avatar
            class=""-mr-4 border border-primary hover:scale-110 transition-transform""
            v-for=""collab in task.collaborators""
            :key=""collab""
          >
            <RouterLink class=""w-full h-full flex items-center justify-center"" to="""">
              <AvatarImage src="""" alt="""" />
              <AvatarFallback> </AvatarFallback>
            </RouterLink>
          </Avatar>
        </div>
      </TableCell>
    </TableRow>
    <TableRow class=""hover:bg-transparent"">
      <TableHead class=""align-top pt-4""> Comments </TableHead>

      <TableCell>
        Comments cards goes in here..

        <div class=""flex flex-col justify-between p-3 bg-muted my-2 rounded-md"">
          <textarea
            placeholder=""Add your comment..""
            class=""w-full max-w-full overflow-y-auto prose-sm prose border rounded dark:prose-invert hover:border-muted bg-background border-muted p-3""
          >
          </textarea>
          <div class=""flex justify-between mt-3"">
            <Button> Comment </Button>
            <div class=""flex gap-4"">
              <button variant=""ghost"" @click.prevent>
                <iconify-icon icon=""lucide:paperclip""></iconify-icon>
                <span class=""sr-only"">Attach file</span>
              </button>
              <button variant=""ghost"" @click.prevent>
                <iconify-icon icon=""lucide:image-up""></iconify-icon>

                <span class=""sr-only"">Upload image</span>
              </button>
            </div>
          </div>
        </div>
      </TableCell>
    </TableRow>
  </Table>
</template>
",TRUE
Intro: Why Error Handling Matters for Developers and Users,6,61,/[...catchAll].vue,got to repo an copy from templates and paste into catchall,"<template>
  <section class=""error"">
    <div>
      <iconify-icon icon=""lucide:triangle-alert"" class=""error__icon"" />
      <h1 class=""error__code"">404</h1>
      <p class=""error__msg"">Page not found</p>
      <div class=""error-footer"">
        <p class=""error-footer__text"">You'll find lots to explore on the home page.</p>
        <RouterLink to=""/"">
          <Button class=""max-w-36""> Back to homepage </Button>
        </RouterLink>
      </div>
    </div>
  </section>
</template>

<style scoped>
.error {
  @apply mx-auto flex justify-center items-center flex-1 p-10 text-center -mt-20 min-h-[90vh];
}

.error__icon {
  @apply text-7xl text-destructive;
}

.error__code {
  @apply font-extrabold text-7xl text-secondary;
}

.error__msg {
  @apply text-3xl font-extrabold text-primary;
}

.error-footer {
  @apply flex flex-col items-center justify-center gap-5 mt-6 font-light;
}

.error-footer__text {
  @apply text-lg text-muted-foreground;
}

p {
  @apply my-2;
}
</style>",TRUE
Intro: Why Error Handling Matters for Developers and Users,6,61,/[...catchAll].vue,NB add in style scope if error occurs go check tailwind docs for more info. ,"@reference ""@/assets/index.css""",TRUE
Intro: Why Error Handling Matters for Developers and Users,6,61,/[...catchAll].vue,if not centered add ,".error__content {
  @apply flex flex-col items-center justify-center w-full;
}",TRUE
Intro: Why Error Handling Matters for Developers and Users,6,61,/[...catchAll].vue,then add in inner div after section,"class=""error_content""",TRUE
Intro: Why Error Handling Matters for Developers and Users,6,61,/components/AppError/AppErrorPage.vue,create page and copy template and styles from catchall,,TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,stores/error.ts,Create new file,,TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,stores/error.ts,CREATE FUNCTION,"export const useErrorStore = defineStore('error-store', () => {
  const activeError = ref(false)

  const setError = () => {
    activeError.value = true
  }

  return {
    activeError,
    setError,
  }
})",TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,[...catchAll].vue,use store,useErrorStore().setError(),TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,use store ,const errorStore = useErrorStore(),TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,use the error component ,<AppErrorPage />,TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,only display when there is a error,"<AppErrorPage v-if=""errorStore.activeError"" />",TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,else display normal,"<RouterView v-else v-slot=""{ Component, route }"">",TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,destruct use error and use directly ,"const {activeError} = useErrorStore()
</script>

<template>
  <AuthLayout>
    <AppErrorPage v-if=""activeError"" />",TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,app.vue,to keep reactive after destruct wrap inside,const {activeError} = storeToRefs(useErrorStore()),TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,vuerouter docs,get global after hooks,https://router.vuejs.org/guide/advanced/navigation-guards.html#Global-After-Hooks,TRUE
Create Global Error Handler in Vue.js with Pinia and Vue Router,6,62,appErrorPage.vue,set globalafter hook,"const router = useRouter()

router.afterEach(() => {
  useErrorStore().activeError = false
})",TRUE
Adjust the Error Page for Custom Errors,6,63,[...catchAll].vue,insert pre code for dynamic errors,"useErrorStore().setError({ error: 'page not found', customCode: 404 })",TRUE
Adjust the Error Page for Custom Errors,6,63,error.ts,change code to ,"export const useErrorStore = defineStore('error-store', () => {
  const activeError = ref<null | Error>(false)

  const setError = ({error, customCode}: {error: string, customCode: number}) => {
    activeError.value = Error(error)
    activeError.value.customCode = customCode
  }

  return {
    activeError,
    setError
  }
})",TRUE
Adjust the Error Page for Custom Errors,6,63,src/types/Error.ts,and add interface,"export interface CustomError extends Error {
  customCode?: number
}",TRUE
Adjust the Error Page for Custom Errors,6,63,stores/error.ts,update error interface to CustomError,const activeError = ref<null | CustomError>(null),TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,cgange false to null,useErrorStore().activeError = null,TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,add const and update aftereach to errorStore,"const errorStore = useErrorStore()

router.afterEach(() => {
  errorStore.activeError = null
})",TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,create new error variable below errorStore...,const error = ref(errorStore.activeError),TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,add message and custom code below error,"const message = ref('')
const customCode = ref(0)
",TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,below message add if ,"if(error.value) {
  message.value = error.value.message
  customCode.value = error.value.customCode ?? 0
}",TRUE
Adjust the Error Page for Custom Errors,6,63,AppError/AppErrorPage.vue,update template,"template>
  <section class=""error"">
    <div class=""error__content"">
      <iconify-icon icon=""lucide:triangle-alert"" class=""error__icon"" />
      <h1 class=""error__code"">{{ customCode }}</h1>
      <p class=""error__msg"">{{ message }}</p>
      <div class=""error-footer"">
        <p class=""error-footer__text"">You'll find lots to explore on the home page.</p>
        <RouterLink to=""/"">
          <Button class=""max-w-36""> Back to homepage </Button>
        </RouterLink>
      </div>
    </div>
  </section>
</template>
",FALSE
Adjust the Error Page for Supabase Errors,6,64,pages/tasks/index.vue,chnge console log tp useerrorstore,if (error) useErrorStore().setError({error}),TRUE
Adjust the Error Page for Supabase Errors,6,64,stores/error.ts,add | Postgresterror ,"const setError = ({ error, customCode }: { error: string | PostgrestError; customCode: number }) => {",TRUE
Adjust the Error Page for Supabase Errors,6,64,stores/error.ts,add if for if string === error,"if (typeof error === 'string') {
      activeError.value = Error(error)
      activeError.value.customCode = customCode
    }",TRUE
Adjust the Error Page for Supabase Errors,6,64,pages/tasks/index.vue,update get task,"const getTasks = async () => {
  const { data, error, status } = await tasksWithProjectsQuery

  if (error) useErrorStore().setError({error, customCode: status})

  tasks.value = data
}",TRUE
Adjust the Error Page for Supabase Errors,6,64,stores/error.ts,update if statement,"if (typeof error === 'string') {
      activeError.value = Error(error)
      activeError.value.customCode = customCode
      return
    }

    activeError.value = error
  }",TRUE
Adjust the Error Page for Supabase Errors,6,64,stores/error.ts,update active Error to include Postgrest,const activeError = ref<null | CustomError | PostgrestError>(null),TRUE
Adjust the Error Page for Supabase Errors,6,64,types/Errors.ts,ad a inteface,"export interface ExtendedPostgrestError extends PostgrestError {
  statusCode?: number
}",TRUE
Adjust the Error Page for Supabase Errors,6,64,stores/error.ts,tell active error to expect ExtendeedPostgress error,const activeError = ref<null | CustomError | ExtendedPostgrestError>(null),TRUE
Adjust the Error Page for Supabase Errors,6,64,AppError/AppErrorPage.vue,update if statement,"if (error.value && !('code' in error.value )) {
  message.value = error.value.message
  customCode.value = error.value.customCode ?? 0
}",TRUE
Adjust the Error Page for Supabase Errors,6,64,AppError/AppErrorPage.vue,add ref statemnets based on error message in console,"const message = ref('')
const customCode = ref(0)
const details = ref('')
const code = ref('')
const hint = ref('')
const statusCode = ref(0)",TRUE
Adjust the Error Page for Supabase Errors,6,64,AppError/AppErrorPage.vue,add new if statmenet,"if (error.value && 'code' in error.value) {
  message.value = error.value.message
  details.value = error.value.details
  hint.value = error.value.hint
  code.value = error.value.code
  statusCode.value = error.value.statusCode ?? 0
}",TRUE
,6,64,AppError/AppErrorPage.vue,update template,"<template>
  <section class=""error"">
    <div class=""error__content"">
      <iconify-icon icon=""lucide:triangle-alert"" class=""error__icon"" />
      <h1 class=""error__code"">{{ customCode || code }}</h1>
      <p class=""error__code"" v-if=""statusCode"">Status Code: {{ statusCode }}</p>
      <p class=""error__msg"">{{ message }}</p>
      <p v-if=""hint"">{{ hint }}</p>
      <p v-if=""details"">{{ details }}</p>
      <div class=""error-footer"">
        <p class=""error-footer__text"">You'll find lots to explore on the home page.</p>
        <RouterLink to=""/"">
          <Button class=""max-w-36""> Back to homepage </Button>
        </RouterLink>
      </div>
    </div>
  </section>
</template>",TRUE
Adjust the Error Page for Supabase Errors,6,64,all index and single pages ,add this in place of console log in index of paages,"useErrorStore().setError({error, customCode: status})",TRUE
Adjust the Error Page for Supabase Errors,6,64,all index and single pages ,also destruct status out f the query,,TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,tasks/index.vue,add after await getTask(),"useErrorStore().setError({error: Error('I am an uncaught error'), customCode: 500})",TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,stores/error.ts,add expect Error,error: string | PostgrestError | Error,TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,stores/error.ts,modify condition,"if (typeof error === 'string' || error instanceof Error) {
      activeError.value = typeof error === 'string' ? Error(error) : error
      activeError.value.customCode = customCode
      return
    }",TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,stores/error.ts,make customCode optional,customCode?: number,TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,stores/error.ts,the add ,activeError.value.customCode = customCode || 500,TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,stores/error.ts,then add ,activeError.value.statusCode = customCode || 500,TRUE
Adjust the Error Page for Native JavaScript Errors,6,65,tasks/index.vue,remove custome code property for error function,", customCode: 500",TRUE
Handle Uncaught JavaScript Errors in Vue.js with onErrorCaptured Hook,6,66,vuejs.org,onErrorCapture docs,https://vuejs.org/api/composition-api-lifecycle.html#onerrorcaptured,TRUE
Handle Uncaught JavaScript Errors in Vue.js with onErrorCaptured Hook,6,66,app.vue,add onErrorCapture ,"onErrorCaptured((error) => {

})",TRUE
Handle Uncaught JavaScript Errors in Vue.js with onErrorCaptured Hook,6,66,app.vue,create new store var,const errorStore = useErrorStore(),TRUE
Handle Uncaught JavaScript Errors in Vue.js with onErrorCaptured Hook,6,66,app.vue,remove ,const { activeError } = storeToRefs(),TRUE
Handle Uncaught JavaScript Errors in Vue.js with onErrorCaptured Hook,6,66,app.vue,in template use errorStore,"<template>
  <AuthLayout>
    <AppErrorPage v-if=""errorStore.activeError"" />",TRUE
